"","X1","X","abr","precinct","address","pollname","abrprecincts","longitude","latitude","geocode_rating","clean_address"
"152",152,1233,"DAD","168","22800 SW 112 Ave, Miami, FL 33170","Goulds Church of Christ","DAD168",-80.37223,25.55657,"28","22800 112th Ave Princeton FL 33170"
"153",153,1234,"DAD","169","1590 NE 123 St, North Miami, FL 33161","Senator Gwen Margolis Community Center","DAD169",-80.16695,25.88917,"20","1590 123rd St North Miami FL 33161"
"154",154,1235,"DAD","170","1590 NE 123 St, North Miami, FL 33161","Senator Gwen Margolis Community Center","DAD170",-80.16695,25.88917,"20","1590 123rd St North Miami FL 33161"
"155",155,1236,"DAD","171","1590 NE 123 St, North Miami, FL 33161","Senator Gwen Margolis Community Center","DAD171",-80.16695,25.88917,"20","1590 123rd St North Miami FL 33161"
"156",156,1237,"DAD","172","12500 NW 13 Ave, North Miami, FL 33167","Sunkist Grove Community Center","DAD172",-80.22165,25.88884,"20","12500 13th Ave North Miami FL 33167"
"157",157,1238,"DAD","173","1695 Opa Locka Blvd, Miami, FL 33167","Greater Miami Church of God","DAD173",-80.2274,25.89919,"12","1695 Opa Locka Blvd Golden Glades FL 33167"
"158",158,1239,"DAD","174","12600 NW 4 Ave, North Miami, FL 33168","Miami Union Academy","DAD174",-80.20491,25.89035,"20","12600 4th Ave North Miami FL 33168"
"159",159,1240,"DAD","175","1590 NE 123 St, North Miami, FL 33161","Senator Gwen Margolis Community Center","DAD175",-80.16695,25.88917,"20","1590 123rd St North Miami FL 33161"
"160",160,1241,"DAD","176","1201 NE 125 St, North Miami, FL 33161","W.J. Bryan Elementary School","DAD176",-80.17438,25.89086,"20","1201 125th St North Miami FL 33161"
"161",161,1242,"DAD","177","11400 NE 9 Ct, Biscayne Park, FL 33161","Ed Burke Recreation Center","DAD177",-80.17913,25.88039,"20","11400 9th Ct Biscayne Park FL 33161"
"162",162,1243,"DAD","178","2005 NW 111 St, Miami, FL 33167","Henry Reeves Elementary School","DAD178",-80.23206,25.87578,"20","2005 111th St Westview FL 33167"
"163",163,1244,"DAD","179","9617 Park Dr, Miami Shores, FL 33138","C. Lawton McCall Community Center","DAD179",-80.18363,25.86412,"0","9617 Park Dr Miami Shores FL 33138"
"164",164,1245,"DAD","181","9617 Park Dr, Miami Shores, FL 33138","C. Lawton McCall Community Center","DAD181",-80.18363,25.86412,"0","9617 Park Dr Miami Shores FL 33138"
"165",165,1246,"DAD","182","12220 Griffing Blvd, North Miami, FL 33161","Griffing Senior Citizens Center","DAD182",-80.19071,25.887,"0","12220 Griffing Blvd North Miami FL 33161"
"166",166,1247,"DAD","184","3375 NE 188 St, Aventura, FL 33180","Aventura Community Recreation Center","DAD184",-80.13521,25.94964,"20","3375 188th St Aventura FL 33180"
"167",167,1248,"DAD","187","12220 Griffing Blvd, North Miami, FL 33161","Griffing Senior Citizens Center","DAD187",-80.19071,25.887,"0","12220 Griffing Blvd North Miami FL 33161"
"168",168,1249,"DAD","191","14600 Country Walk Dr, Miami, FL 33186","Jack D. Gordon Elementary School Main Campus","DAD191",-80.42928,25.63049,"11","14600 Country Walk Dr Country Walk FL 33186"
"169",169,1250,"DAD","196","21310 NW 37 Ave, Miami Gardens, FL 33056","Universal Truth Center","DAD196",-80.26258,25.96925,"20","21310 37th Ave Miami Gardens FL 33056"
"170",170,1251,"DAD","198","17569 SW 147 Ave, Miami, FL 33187","Miami First Church of the Nazarene","DAD198",-80.42978,25.6045,"31","17569 147th Ave Richmond West FL 33187"
"171",171,1252,"DAD","199","900 NE 199th St, Miami, FL 33179","Lake Park Condominium","DAD199",-80.18173,25.96461,"11","900 199th St Ives Estates FL 33179"
"172",172,1253,"DAD","200","14301 SW 180 St, Miami, FL 33177","Eureka Villas Park","DAD200",-80.42377,25.60001,"31","14301 180th St Richmond West FL 33177"
"173",173,1254,"DAD","201","5546 NW 200 Ter, Miami Gardens, FL 33055","Royal Country Community - Sun Homes","DAD201",-80.29168,25.95445,"20","5546 200th Ter Miami Gardens FL 33055"
"174",174,1255,"DAD","202","5546 NW 200 Ter, Miami Gardens, FL 33055","Royal Country Community - Sun Homes","DAD202",-80.29168,25.95445,"20","5546 200th Ter Miami Gardens FL 33055"
"175",175,1256,"DAD","203","3250 NW 207 St, Miami Gardens, FL 33056","North County K-8 Center","DAD203",-80.25578,25.96414,"20","3250 207th St Miami Gardens FL 33056"
"176",176,1257,"DAD","205","2201 NW 207 St, Miami Gardens, FL 33056","Robert Renick Educational Center","DAD205",-80.23983,25.96454,"20","2201 207th St Miami Gardens FL 33056"
"177",177,1258,"DAD","206","885 NW 195 St, Miami Gardens, FL 33169","Norland United Methodist Church","DAD206",-80.21682,25.9532,"20","885 195th St Miami Gardens FL 33169"
"178",178,1259,"DAD","207","20314 NE 2 Ave, Miami, FL 33179","Ro-Mont South Rec Hall","DAD207",-80.19864,25.95981,"20","20314 2nd Ave Miami Gardens FL 33179"
"179",179,1260,"DAD","208","900 NE 199th St, Miami, FL 33179","Lake Park Condominium","DAD208",-80.18173,25.96461,"11","900 199th St Ives Estates FL 33179"
"180",180,1261,"DAD","209","20770 NE 14 Ave, Miami, FL 33179","Madie Ives Elementary School","DAD209",-80.17405,25.96239,"25","NA 14th Ave Ives Estates FL 33179"
"181",181,1262,"DAD","210","1410 NE 215 St, Miami, FL 33179","Dr. Michael M. Krop Senior High School","DAD210",-80.17662,25.97328,"26","NA 215th St Ives Estates FL 33179"
"182",182,1263,"DAD","212","301 NE 191 St, Miami, FL 33179","Star Lakes Association","DAD212",-80.21394,25.75551,"35","NA 18 St Miami FL 33129"
"183",183,1264,"DAD","213","1320 NW 188 St, Miami, FL 33169","Parkway Elementary School","DAD213",-80.22381,25.94609,"28","1320 188th St Miami Gardens FL 33169"
"184",184,1265,"DAD","214","19101 NW 5 Ave, Miami Gardens, FL 33169","Sierra Norwood Calvary Baptist Church","DAD214",-80.20938,25.94966,"20","19101 5th Ave Miami Gardens FL 33169"
"185",185,1266,"DAD","215","19101 NW 5 Ave, Miami Gardens, FL 33169","Sierra Norwood Calvary Baptist Church","DAD215",-80.20938,25.94966,"20","19101 5th Ave Miami Gardens FL 33169"
"186",186,1267,"DAD","216","1193 NW 193 St, Miami Gardens, FL 33169","Miami Norland Senior High School","DAD216",-80.22159,25.95102,"20","1193 193rd St Miami Gardens FL 33169"
"187",187,1268,"DAD","217","1160 NW 175 St, Miami Gardens, FL 33169","Scott Lake Elementary School","DAD217",-80.22063,25.93445,"20","1160 175th St Miami Gardens FL 33169"
"188",188,1269,"DAD","218","1840 NW 157 St, Miami Gardens, FL 33054","North Dade Middle School","DAD218",-80.23369,25.91717,"20","1840 157th St Miami Gardens FL 33054"
"189",189,1270,"DAD","219","16001 Bunche Park School Dr, Miami Gardens, FL 33054","Bunche Park Elementary School","DAD219",-80.23863,25.92038,"0","16001 Bunche Park School Dr Miami Gardens FL 33054"
"190",190,1271,"DAD","221","17631 NW 20 Ave, Miami Gardens, FL 33056","Parkview Elementary School","DAD221",-80.23491,25.9353,"20","17631 20th Ave Miami Gardens FL 33056"
"191",191,1272,"DAD","222","1160 NW 175 St, Miami Gardens, FL 33169","Scott Lake Elementary School","DAD222",-80.22063,25.93445,"20","1160 175th St Miami Gardens FL 33169"
"192",192,1273,"DAD","223","3003 NW 207 St, Miami Gardens, FL 33056","Cosmopolitan Baptist Church","DAD223",-80.25138,25.96444,"20","3003 207th St Miami Gardens FL 33056"
"193",193,1274,"DAD","224","3301 Miami Gardens Dr, Miami Gardens, FL 33056","Miami Carol City Senior High","DAD224",-80.22989,25.94181,"11","1749 Miami Gardens Dr Miami Gardens FL 33056"
"194",194,1275,"DAD","225","2961 NW 175 St, Miami Gardens, FL 33056","Myrtle Grove Presbyterian Church","DAD225",-80.25051,25.93356,"20","2961 175th St Miami Gardens FL 33056"
"195",195,1276,"DAD","226","16520 NW 28 Ave, Miami Gardens, FL 33054","Golden Glades Elementary School","DAD226",-80.24677,25.92462,"20","16520 28th Ave Miami Gardens FL 33054"
"196",196,1277,"DAD","227","4230 NW 178 St, Miami Gardens, FL 33055","A. J. King Park","DAD227",-80.27025,25.93479,"20","4230 178th St Miami Gardens FL 33055"
"197",197,1278,"DAD","228","3737 NW 188 St, Miami Gardens, FL 33055","Carol City Middle School","DAD228",-80.26224,25.94485,"20","3737 188th St Miami Gardens FL 33055"
"198",198,1279,"DAD","229","4450 NW 183 St, Miami Gardens, FL 33055","Iglesia Adventista De Carol City","DAD229",-80.27382,25.93976,"20","4450 183rd St Miami Gardens FL 33055"
"199",199,1280,"DAD","230","18484 NW 48 Pl, Miami, FL 33055","Lake Stevens Middle School","DAD230",-80.28147,25.9417,"28","18484 48th Pl Miami Gardens FL 33055"
"200",200,1281,"DAD","231","17701 NW 57 Ave, Miami, FL 33055","Global Church","DAD231",-80.28906,25.80668,"35","NA 57th Ave Miami FL 33122"
"201",201,1282,"DAD","232","5000 NW 177 St, Miami, FL 33055","North Glade Elementary School","DAD232",-80.28212,25.93403,"28","5000 177th St Miami Gardens FL 33055"
"202",202,1283,"DAD","233","15800 NW 42 Ave, Miami Gardens, FL 33054","Florida Memorial University","DAD233",-80.26843,25.91791,"20","15800 42nd Ave Miami Gardens FL 33054"
"203",203,1284,"DAD","234","15250 NW 22 Ave, Miami Gardens, FL 33054","Mount Zion African Methodist Episcopal Church","DAD234",-80.23622,25.91379,"20","15250 22nd Ave Miami Gardens FL 33054"
"204",204,1285,"DAD","235","630 Sharar Ave, Opa Locka, FL 33054","Opa-Locka UTD Methodist Church","DAD235",-80.25562,25.90577,"1","630 Sharar Ave Opa-locka FL 33054"
"205",205,1286,"DAD","236","13301 NW 24 Ave, Miami, FL 33167","Westview Baptist Church","DAD236",-80.23937,25.89549,"20","13301 24th Ave Westview FL 33167"
"206",206,1287,"DAD","237","14120 NW 24 Ave, Opa Locka, FL 33054","Nathan B. Young Elementary School","DAD237",-80.23974,25.90324,"21","14120 24th Ave Opa-locka FL 33054"
"207",207,1288,"DAD","238","10401 NW 8th Ave, Miami, FL 33150","Faith Community Baptist Church","DAD238",-80.2119,25.87006,"7","10401 8th Ave Pinewood FL 33150"
"208",208,1289,"DAD","239","13230 NW 7 Ave, North Miami, FL 33168","Mount Olives Church of God","DAD239",-80.21126,25.89581,"20","13230 7th Ave North Miami FL 33168"
"209",209,1290,"DAD","240","2101 NW 127 St, Miami, FL 33167","Carrie P. Meek Elementary School","DAD240",-80.23379,25.89034,"20","2101 127th St Westview FL 33167"
"210",210,1291,"DAD","241","2225 NW 103 St, Miami, FL 33147","Henry E.S. Reeves K-8 Center Primary Academy","DAD241",-80.23483,25.8684,"20","2225 103rd St West Little River FL 33147"
"211",211,1292,"DAD","242","1290 NW 115 St, Miami, FL 33167","Lakeview Elementary School","DAD242",-80.22034,25.87962,"20","1290 115th St Pinewood FL 33167"
"212",212,1293,"DAD","243","10401 NW 8th Ave, Miami, FL 33150","Faith Community Baptist Church","DAD243",-80.2119,25.87006,"7","10401 8th Ave Pinewood FL 33150"
"213",213,1294,"DAD","244","1221 NW 95 St, Miami, FL 33147","Twin Lakes Community Center","DAD244",-80.21783,25.86163,"20","1221 95th St Pinewood FL 33147"
"214",214,1295,"DAD","245","9801 NW 24 Ave, Miami, FL 33147","Bible Baptist Church","DAD245",-80.23818,25.86377,"20","9801 24th Ave West Little River FL 33147"
"215",215,1296,"DAD","246","9300 NW 32 Ave, Miami, FL 33147","Mount Zion Apostolic Temple","DAD246",-80.25049,25.85816,"20","9300 32nd Ave West Little River FL 33147"
"216",216,1297,"DAD","247","3400 NW 87 St, Miami, FL 33147","Madison Middle School","DAD247",-80.25276,25.85298,"20","3400 87th St West Little River FL 33147"
"217",217,1298,"DAD","248","9590 NW 27 Ave, Miami, FL 33147","North Central Branch Library","DAD248",-80.24238,25.86195,"20","9590 27th Ave West Little River FL 33147"
"218",218,1299,"DAD","249","2326 NW 84 St, Miami, FL 33147","West Little River Park","DAD249",-80.23632,25.85074,"20","2326 84th St West Little River FL 33147"
"219",219,1300,"DAD","250","1745 NW 79 St, Miami, FL 33147","Mt Carmel Missionary Baptist Church","DAD250",-80.22612,25.84661,"20","1745 79th St West Little River FL 33147"
"220",220,1301,"DAD","251","1301 NW 83 St, Miami, FL 33147","Arcola Lakes Community Park","DAD251",-80.21905,25.85053,"20","1301 83rd St West Little River FL 33147"
"221",221,1302,"DAD","253","930 NW 95 St, Miami, FL 33150","Palm Court Apartments","DAD253",-80.21289,25.86164,"20","930 95th St Pinewood FL 33150"
"222",222,1303,"DAD","254","2141 NW 76 St, Miami, FL 33147","The Highway Church of Apostle's Faith","DAD254",-80.23277,25.84408,"20","2141 76th St Gladeview FL 33147"
"223",223,1304,"DAD","256","103 NW 202 Ter, Miami Gardens, FL 33169","Robert Sharp Towers #1","DAD256",-80.20346,25.96113,"20","103 202nd Ter Miami Gardens FL 33169"
"224",224,1305,"DAD","257","1846 NW 65 St, Miami, FL 33147","Saint James AME Church","DAD257",-80.22794,25.83396,"20","1846 65th St Gladeview FL 33147"
"225",225,1306,"DAD","258","7090 NW 22 Ave, Miami, FL 33147","NFL Yet Center/Gwen Cherry Park","DAD258",-80.23342,25.83931,"20","7090 22nd Ave Gladeview FL 33147"
"226",226,1307,"DAD","259","2991 NW 62 St, Miami, FL 33147","Dayspring Missionary Baptist Church","DAD259",-80.24503,25.83117,"20","2991 62nd St Gladeview FL 33147"
"227",227,1308,"DAD","260","6000 NW 32 Ct, Miami, FL 33142","Dr. M. L. King Jr Memorial Park","DAD260",-80.2508,25.82914,"20","6000 32nd Ct Brownsville FL 33142"
"228",228,1309,"DAD","261","5536 NW 21 Ave, Miami, FL 33142","Agenoria S. Paschal/Olinda Elementary School","DAD261",-80.18705,25.82624,"33","5536 1 US Hwy Miami FL 33137"
"229",229,1310,"DAD","262","2350 NW 54 St, Miami, FL 33142","Mildred & Claude Pepper Towers","DAD262",-80.23575,25.82398,"20","2350 54th St Brownsville FL 33142"
"230",230,1311,"DAD","264","2000 NW 46 St, Miami, FL 33142","Kelsey L. Pharr Elementary School","DAD264",-80.22937,25.81679,"20","2000 46th St Brownsville FL 33142"
"231",231,1312,"DAD","265","14295 NW 21 Ct, Opa Locka, FL 33054","Freeman Collins & Raymond Britton Senior Facility","DAD265",-80.24377,25.90435,"35","14295 817 State Hwy Opa-locka FL 33054"
"232",232,1313,"DAD","266","3090 NW 50 St, Miami, FL 33142","Jefferson Reaves Sr. Park","DAD266",-80.24655,25.81994,"20","3090 50th St Brownsville FL 33142"
"233",233,1314,"DAD","267","21310 NW 37 Ave, Miami Gardens, FL 33056","Universal Truth Center","DAD267",-80.26258,25.96925,"20","21310 37th Ave Miami Gardens FL 33056"
"234",234,1315,"DAD","269","15250 NW 22 Ave, Miami Gardens, FL 33054","Mount Zion African Methodist Episcopal Church","DAD269",-80.23622,25.91379,"20","15250 22nd Ave Miami Gardens FL 33054"
"235",235,1316,"DAD","270","18605 NW 27 Ave, Miami Gardens, FL 33056","City of Miami Gardens City Hall","DAD270",-80.24522,25.94101,"20","18605 27th Ave Miami Gardens FL 33056"
"236",236,1317,"DAD","272","5241 NW 195 Dr, Miami, FL 33055","Charles David Wyche Jr Elementary School","DAD272",-80.28962,25.9492,"28","5241 195th Dr Miami Gardens FL 33055"
"237",237,1318,"DAD","274","4375 NW 173 Dr, Miami Gardens, FL 33055","Carol City Elementary School","DAD274",-80.27289,25.93153,"20","4375 173rd Dr Miami Gardens FL 33055"
"238",238,1319,"DAD","275","6000 NW 32 Ct, Miami, FL 33142","Dr. M. L. King Jr Memorial Park","DAD275",-80.2508,25.82914,"20","6000 32nd Ct Brownsville FL 33142"
"239",239,1320,"DAD","276","1695 Opa Locka Blvd, Miami, FL 33167","Greater Miami Church of God","DAD276",-80.2274,25.89919,"12","1695 Opa Locka Blvd Golden Glades FL 33167"
"240",240,1321,"DAD","278","2991 NW 62 St, Miami, FL 33147","Dayspring Missionary Baptist Church","DAD278",-80.24503,25.83117,"20","2991 62nd St Gladeview FL 33147"
"241",241,1322,"DAD","280","14295 NW 21 Ct, Opa Locka, FL 33054","Freeman Collins & Raymond Britton Senior Facility","DAD280",-80.24377,25.90435,"35","14295 817 State Hwy Opa-locka FL 33054"
"242",242,1323,"DAD","281","3090 NW 50 St, Miami, FL 33142","Jefferson Reaves Sr. Park","DAD281",-80.24655,25.81994,"20","3090 50th St Brownsville FL 33142"
"243",243,1324,"DAD","282","5160 NW 31 Ave, Miami, FL 33142","Lorah Park Elementary School","DAD282",-80.18699,25.82468,"33","5160 1 US Hwy Miami FL 33137"
"244",244,1325,"DAD","284","3050 NW 35 St, Miami, FL 33142","Melrose Elementary School","DAD284",-80.2453,25.80792,"20","3050 35th St Miami FL 33142"
"245",245,1326,"DAD","285","3050 NW 35 St, Miami, FL 33142","Melrose Elementary School","DAD285",-80.2453,25.80792,"20","3050 35th St Miami FL 33142"
"246",246,1327,"DAD","288","2980 NW S River Dr, Miami, FL 33125","Miami Fire Fighter Benevolent Association","DAD288",-81.88445,26.6285,"34","NA Shriver Dr Fort Myers FL 33901"
"247",247,1328,"DAD","289","2980 NW S River Dr, Miami, FL 33125","Miami Fire Fighter Benevolent Association","DAD289",-81.88445,26.6285,"34","NA Shriver Dr Fort Myers FL 33901"
"248",248,1329,"DAD","291","4444 NW 195 St, Miami Gardens, FL 33055","Miami Gardens Elementary School","DAD291",-80.27396,25.95066,"20","4444 195th St Miami Gardens FL 33055"
"249",249,1330,"DAD","295","2455 NW 183 St, Miami Gardens, FL 33056","North Dade Regional Library","DAD295",-80.24349,25.94109,"20","2455 183rd St Miami Gardens FL 33056"
"250",250,1331,"DAD","296","600 Ahmad St, Opa Locka, FL 33054","Dr. Robert B. Ingram Elementary School","DAD296",-80.24805,25.90526,"1","600 Ahmad St Opa-locka FL 33054"
"251",251,1332,"DAD","297","4110 W 12 Ave, Hialeah, FL 33012","Seduction Banquet Hall","DAD297",-80.30682,25.86199,"20","4110 12th Ave Hialeah FL 33012"
"252",252,1333,"DAD","298","650 Curtiss Pkwy, Miami Springs, FL 33166","Miami Springs Country Club","DAD298",-80.28627,25.81657,"0","650 Curtiss Pkwy Miami Springs FL 33166"
"253",253,1334,"DAD","299","7590 W 24 Ave, Hialeah, FL 33016","Hialeah Fire Station #7","DAD299",-80.33208,25.89142,"20","7590 24th Ave Hialeah FL 33016"
"254",254,1335,"DAD","300","6801 NW 186 St, Hialeah, FL 33015","Country Club of Miami","DAD300",-80.31894,25.94147,"25","NA 186th St Country Club FL 33015"
"255",255,1336,"DAD","301","7801 NW 178 St, Hialeah, FL 33015","North Palm Baptist Church","DAD301",-80.32718,25.9351,"20","7801 178th St Palm Springs North FL 33015"
"256",256,1337,"DAD","302","7901 NW 176 St, Hialeah, FL 33015","Norman & Jean Reach Park","DAD302",-80.33249,25.93351,"20","7901 176th St Palm Springs North FL 33015"
"257",257,1338,"DAD","303","18400 NW 68 Ave, Hialeah, FL 33015","Sunrise Presbyterian Church","DAD303",-80.31305,25.9411,"20","18400 68th Ave Country Club FL 33015"
"258",258,1339,"DAD","304","6550 NW 188 Ter, Hialeah, FL 33015","Country Village Park","DAD304",-80.33587,25.94479,"6","NA 188 Ter Hialeah FL 33015"
"259",259,1340,"DAD","305","6699 Windmill Gate Rd, Miami Lakes, FL 33014","Miami Lakes Branch Library","DAD305",-80.3093,25.92312,"0","6699 Windmill Gate Rd Miami Lakes FL 33014"
"260",260,1341,"DAD","306","6425 Miami Lakeway North, Miami Lakes, FL 33014","Miami Lakes Middle School","DAD306",-80.30319,25.91594,"0","6425 Miami Lakeway NA Miami Lakes FL 33014"
"261",261,1342,"DAD","307","14800 Ludlam Rd, Miami Lakes, FL 33014","Miami Lakes United Methodist Church","DAD307",-80.30832,25.90808,"0","14800 Ludlam Rd Miami Lakes FL 33014"
"262",262,1343,"DAD","308","14250 NW 67 Ave, Miami Lakes, FL 33014","Miami Lakes K-8 Center","DAD308",-80.30848,25.90313,"20","14250 67th Ave Miami Lakes FL 33014"
"263",263,1344,"DAD","309","2501 W 74 St, Hialeah, FL 33016","Carl F. Slade Park","DAD309",-80.33395,25.88981,"20","2501 74th St Hialeah FL 33016"
"264",264,1345,"DAD","310","7977 W 12 Ave, Hialeah, FL 33014","Hialeah-Miami Lakes Senior High School","DAD310",-80.30796,25.89503,"20","7977 12th Ave Hialeah FL 33014"
"265",265,1346,"DAD","311","7450 W 4 Ave, Hialeah, FL 33014","The Salvation Army","DAD311",-80.29182,25.89116,"5","7500 4 Ave Hialeah FL 33014"
"266",266,1347,"DAD","312","7665 W 12 Ave, Hialeah, FL 33012","Ministerio Unidos En Amor","DAD312",-80.30762,25.88358,"26","NA 12th Ave Hialeah FL 33012"
"267",267,1348,"DAD","314","6027 E 7 Ave, Hialeah, FL 33013","Hialeah Middle School","DAD314",-80.26892,25.87749,"20","6027 7th Ave Hialeah FL 33013"
"268",268,1349,"DAD","315","6304 E 1 Ave, Hialeah, FL 33013","Palm Springs Elementary School","DAD315",-86.91008,30.46815,"55","NA 87 State Hwy Holley FL 32566"
